local_key,estado,região,uf,cod_uf,cod_municipio,município,população
MG2622ITA,Minas Gerais,Região Sudeste,MG,31,33303,Itaobim,21559
MG2623ITA,Minas Gerais,Região Sudeste,MG,31,33402,Itapagipe,15041
MG2624ITA,Minas Gerais,Região Sudeste,MG,31,33501,Itapecerica,22158
MG2625ITA,Minas Gerais,Região Sudeste,MG,31,33600,Itapeva,9618
MG2626ITA,Minas Gerais,Região Sudeste,MG,31,33709,Itatiaiuçu,10979
MG2627ITA,Minas Gerais,Região Sudeste,MG,31,33758,Itaú de Minas,16082
MG2628ITA,Minas Gerais,Região Sudeste,MG,31,33808,Itaúna,92696
MG2629ITA,Minas Gerais,Região Sudeste,MG,31,33907,Itaverava,5690
MG2630ITI,Minas Gerais,Região Sudeste,MG,31,34004,Itinga,15147
MG2631ITU,Minas Gerais,Região Sudeste,MG,31,34103,Itueta,6120
MG2632ITU,Minas Gerais,Região Sudeste,MG,31,34202,Ituiutaba,104526
MG2633ITU,Minas Gerais,Região Sudeste,MG,31,34301,Itumirim,6213
MG2634ITU,Minas Gerais,Região Sudeste,MG,31,34400,Iturama,38484
MG2635ITU,Minas Gerais,Região Sudeste,MG,31,34509,Itutinga,3926
MG2636JAB,Minas Gerais,Região Sudeste,MG,31,34608,Jaboticatubas,19545
MG2637JAC,Minas Gerais,Região Sudeste,MG,31,34707,Jacinto,12561
MG2638JAC,Minas Gerais,Região Sudeste,MG,31,34806,Jacuí,7809
MG2639JAC,Minas Gerais,Região Sudeste,MG,31,34905,Jacutinga,25453
MG2640JAG,Minas Gerais,Região Sudeste,MG,31,35001,Jaguaraçu,3158
MG2641JAÍ,Minas Gerais,Região Sudeste,MG,31,35050,Jaíba,37939
MG2642JAM,Minas Gerais,Região Sudeste,MG,31,35076,Jampruca,5414
MG2643JAN,Minas Gerais,Região Sudeste,MG,31,35100,Janaúba,71653
MG2644JAN,Minas Gerais,Região Sudeste,MG,31,35209,Januária,68584
MG2645JAP,Minas Gerais,Região Sudeste,MG,31,35308,Japaraíba,4308
MG2646JAP,Minas Gerais,Região Sudeste,MG,31,35357,Japonvar,8683
MG2647JEC,Minas Gerais,Região Sudeste,MG,31,35407,Jeceaba,5209
MG2648JEN,Minas Gerais,Região Sudeste,MG,31,35456,Jenipapo de Minas,7672
MG2649JEQ,Minas Gerais,Região Sudeste,MG,31,35506,Jequeri,12859
MG2650JEQ,Minas Gerais,Região Sudeste,MG,31,35605,Jequitaí,7890
MG2651JEQ,Minas Gerais,Região Sudeste,MG,31,35704,Jequitibá,5319
MG2652JEQ,Minas Gerais,Região Sudeste,MG,31,35803,Jequitinhonha,25560
MG2653JES,Minas Gerais,Região Sudeste,MG,31,35902,Jesuânia,4898
MG2654JOA,Minas Gerais,Região Sudeste,MG,31,36009,Joaíma,15634
MG2655JOA,Minas Gerais,Região Sudeste,MG,31,36108,Joanésia,4996
MG2656JOÃ,Minas Gerais,Região Sudeste,MG,31,36207,João Monlevade,79590
MG2657JOÃ,Minas Gerais,Região Sudeste,MG,31,36306,João Pinheiro,48751
MG2658JOA,Minas Gerais,Região Sudeste,MG,31,36405,Joaquim Felício,4669
MG2659JOR,Minas Gerais,Região Sudeste,MG,31,36504,Jordânia,10901
MG2660JOS,Minas Gerais,Região Sudeste,MG,31,36520,José Gonçalves de Minas,4631
MG2661JOS,Minas Gerais,Região Sudeste,MG,31,36553,José Raydan,4894
MG2662JOS,Minas Gerais,Região Sudeste,MG,31,36579,Josenópolis,4877
MG2663NOV,Minas Gerais,Região Sudeste,MG,31,36603,Nova União,5804
MG2664JUA,Minas Gerais,Região Sudeste,MG,31,36652,Juatuba,25874
MG2665JUI,Minas Gerais,Região Sudeste,MG,31,36702,Juiz de Fora,563769
MG2666JUR,Minas Gerais,Região Sudeste,MG,31,36801,Juramento,4358
MG2667JUR,Minas Gerais,Região Sudeste,MG,31,36900,Juruaia,10341
MG2668JUV,Minas Gerais,Região Sudeste,MG,31,36959,Juvenília,5860
MG2669LAD,Minas Gerais,Região Sudeste,MG,31,37007,Ladainha,18152
MG2670LAG,Minas Gerais,Região Sudeste,MG,31,37106,Lagamar,7795
MG2671LAG,Minas Gerais,Região Sudeste,MG,31,37205,Lagoa da Prata,51204
MG2672LAG,Minas Gerais,Região Sudeste,MG,31,37304,Lagoa dos Patos,4248
MG2673LAG,Minas Gerais,Região Sudeste,MG,31,37403,Lagoa Dourada,13056
MG2674LAG,Minas Gerais,Região Sudeste,MG,31,37502,Lagoa Formosa,18175
MG2675LAG,Minas Gerais,Região Sudeste,MG,31,37536,Lagoa Grande,9440
MG2676LAG,Minas Gerais,Região Sudeste,MG,31,37601,Lagoa Santa,61752
MG2677LAJ,Minas Gerais,Região Sudeste,MG,31,37700,Lajinha,20301
MG2678LAM,Minas Gerais,Região Sudeste,MG,31,37809,Lambari,20870
MG2679LAM,Minas Gerais,Região Sudeste,MG,31,37908,Lamim,3498
MG2680LAR,Minas Gerais,Região Sudeste,MG,31,38005,Laranjal,6852
MG2681LAS,Minas Gerais,Região Sudeste,MG,31,38104,Lassance,6664
MG2682LAV,Minas Gerais,Região Sudeste,MG,31,38203,Lavras,102124
MG2683LEA,Minas Gerais,Região Sudeste,MG,31,38302,Leandro Ferreira,3300
MG2684LEM,Minas Gerais,Região Sudeste,MG,31,38351,Leme do Prado,4998
MG2685LEO,Minas Gerais,Região Sudeste,MG,31,38401,Leopoldina,53354
MG2686LIB,Minas Gerais,Região Sudeste,MG,31,38500,Liberdade,5296
MG2687LIM,Minas Gerais,Região Sudeste,MG,31,38609,Lima Duarte,16910
MG2688LIM,Minas Gerais,Região Sudeste,MG,31,38625,Limeira do Oeste,7487
MG2689LON,Minas Gerais,Região Sudeste,MG,31,38658,Lontra,9044
MG2690LUI,Minas Gerais,Região Sudeste,MG,31,38674,Luisburgo,6409
MG2691LUI,Minas Gerais,Região Sudeste,MG,31,38682,Luislândia,6756
MG2692LUM,Minas Gerais,Região Sudeste,MG,31,38708,Luminárias,5572
MG2693LUZ,Minas Gerais,Região Sudeste,MG,31,38807,Luz,18400
MG2694MAC,Minas Gerais,Região Sudeste,MG,31,38906,Machacalis,7237
MG2695MAC,Minas Gerais,Região Sudeste,MG,31,39003,Machado,41920
MG2696MAD,Minas Gerais,Região Sudeste,MG,31,39102,Madre de Deus de Minas,5153
MG2697MAL,Minas Gerais,Região Sudeste,MG,31,39201,Malacacheta,19157
MG2698MAM,Minas Gerais,Região Sudeste,MG,31,39250,Mamonas,6624
MG2699MAN,Minas Gerais,Região Sudeste,MG,31,39300,Manga,19372
MG2700MAN,Minas Gerais,Região Sudeste,MG,31,39409,Manhuaçu,88580
MG2701MAN,Minas Gerais,Região Sudeste,MG,31,39508,Manhumirim,22784
MG2702MAN,Minas Gerais,Região Sudeste,MG,31,39607,Mantena,28132
MG2703MAR,Minas Gerais,Região Sudeste,MG,31,39706,Maravilhas,7876
MG2704MAR,Minas Gerais,Região Sudeste,MG,31,39805,Mar de Espanha,12743
MG2705MAR,Minas Gerais,Região Sudeste,MG,31,39904,Maria da Fé,14488
MG2706MAR,Minas Gerais,Região Sudeste,MG,31,40001,Mariana,59857
MG2707MAR,Minas Gerais,Região Sudeste,MG,31,40100,Marilac,4254
MG2708MÁR,Minas Gerais,Região Sudeste,MG,31,40159,Mário Campos,14988
MG2709MAR,Minas Gerais,Região Sudeste,MG,31,40209,Maripá de Minas,2979
MG2710MAR,Minas Gerais,Região Sudeste,MG,31,40308,Marliéria,4129
MG2711MAR,Minas Gerais,Região Sudeste,MG,31,40407,Marmelópolis,2900
MG2712MAR,Minas Gerais,Região Sudeste,MG,31,40506,Martinho Campos,13436
MG2713MAR,Minas Gerais,Região Sudeste,MG,31,40530,Martins Soares,8172
MG2714MAT,Minas Gerais,Região Sudeste,MG,31,40555,Mata Verde,8539
MG2715MAT,Minas Gerais,Região Sudeste,MG,31,40605,Materlândia,4619
MG2716MAT,Minas Gerais,Região Sudeste,MG,31,40704,Mateus Leme,30678
MG2717MAT,Minas Gerais,Região Sudeste,MG,31,40803,Matias Barbosa,14449
MG2718MAT,Minas Gerais,Região Sudeste,MG,31,40852,Matias Cardoso,10999
MG2719MAT,Minas Gerais,Região Sudeste,MG,31,40902,Matipó,18914
MG2720MAT,Minas Gerais,Região Sudeste,MG,31,41009,Mato Verde,12849
MG2721MAT,Minas Gerais,Região Sudeste,MG,31,41108,Matozinhos,37344
MG2722MAT,Minas Gerais,Região Sudeste,MG,31,41207,Matutina,3846
MG2723MED,Minas Gerais,Região Sudeste,MG,31,41306,Medeiros,3765
MG2724MED,Minas Gerais,Região Sudeste,MG,31,41405,Medina,21409
MG2725MEN,Minas Gerais,Região Sudeste,MG,31,41504,Mendes Pimentel,6564
MG2726MER,Minas Gerais,Região Sudeste,MG,31,41603,Mercês,10868
MG2727MES,Minas Gerais,Região Sudeste,MG,31,41702,Mesquita,5911
MG2728MIN,Minas Gerais,Região Sudeste,MG,31,41801,Minas Novas,32009
MG2729MIN,Minas Gerais,Região Sudeste,MG,31,41900,Minduri,3970
MG2730MIR,Minas Gerais,Região Sudeste,MG,31,42007,Mirabela,13726
MG2731MIR,Minas Gerais,Região Sudeste,MG,31,42106,Miradouro,10837
MG2732MIR,Minas Gerais,Região Sudeste,MG,31,42205,Miraí,14946
MG2733MIR,Minas Gerais,Região Sudeste,MG,31,42254,Miravânia,4885
MG2734MOE,Minas Gerais,Região Sudeste,MG,31,42304,Moeda,4957
MG2735MOE,Minas Gerais,Região Sudeste,MG,31,42403,Moema,7525
MG2736MON,Minas Gerais,Região Sudeste,MG,31,42502,Monjolos,2327
MG2737MON,Minas Gerais,Região Sudeste,MG,31,42601,Monsenhor Paulo,8711
MG2738MON,Minas Gerais,Região Sudeste,MG,31,42700,Montalvânia,15603
MG2739MON,Minas Gerais,Região Sudeste,MG,31,42809,Monte Alegre de Minas,21095
MG2740MON,Minas Gerais,Região Sudeste,MG,31,42908,Monte Azul,21783
MG2741MON,Minas Gerais,Região Sudeste,MG,31,43005,Monte Belo,13453
MG2742MON,Minas Gerais,Região Sudeste,MG,31,43104,Monte Carmelo,48248
MG2743MON,Minas Gerais,Região Sudeste,MG,31,43153,Monte Formoso,4936
MG2744MON,Minas Gerais,Região Sudeste,MG,31,43203,Monte Santo de Minas,21949
MG2745MON,Minas Gerais,Região Sudeste,MG,31,43302,Montes Claros,402027
MG2746MON,Minas Gerais,Região Sudeste,MG,31,43401,Monte Sião,23444
MG2747MON,Minas Gerais,Região Sudeste,MG,31,43450,Montezuma,8168
MG2748MOR,Minas Gerais,Região Sudeste,MG,31,43500,Morada Nova de Minas,8860
MG2749MOR,Minas Gerais,Região Sudeste,MG,31,43609,Morro da Garça,2595
MG2750MOR,Minas Gerais,Região Sudeste,MG,31,43708,Morro do Pilar,3339
MG2751MUN,Minas Gerais,Região Sudeste,MG,31,43807,Munhoz,6261
MG2752MUR,Minas Gerais,Região Sudeste,MG,31,43906,Muriaé,108537
MG2753MUT,Minas Gerais,Região Sudeste,MG,31,44003,Mutum,27528
MG2754MUZ,Minas Gerais,Região Sudeste,MG,31,44102,Muzambinho,21026
MG2755NAC,Minas Gerais,Região Sudeste,MG,31,44201,Nacip Raydan,3274
MG2756NAN,Minas Gerais,Região Sudeste,MG,31,44300,Nanuque,41787
MG2757NAQ,Minas Gerais,Região Sudeste,MG,31,44359,Naque,6930
MG2758NAT,Minas Gerais,Região Sudeste,MG,31,44375,Natalândia,3382
MG2759NAT,Minas Gerais,Região Sudeste,MG,31,44409,Natércia,4820
MG2760NAZ,Minas Gerais,Região Sudeste,MG,31,44508,Nazareno,8583
MG2761NEP,Minas Gerais,Região Sudeste,MG,31,44607,Nepomuceno,27053
MG2762NIN,Minas Gerais,Região Sudeste,MG,31,44656,Ninheira,10375
MG2763NOV,Minas Gerais,Região Sudeste,MG,31,44672,Nova Belém,3465
MG2764NOV,Minas Gerais,Região Sudeste,MG,31,44706,Nova Era,17994
MG2765NOV,Minas Gerais,Região Sudeste,MG,31,44805,Nova Lima,92178
MG2766NOV,Minas Gerais,Região Sudeste,MG,31,44904,Nova Módica,3757
MG2767NOV,Minas Gerais,Região Sudeste,MG,31,45000,Nova Ponte,14934
MG2768NOV,Minas Gerais,Região Sudeste,MG,31,45059,Nova Porteirinha,7648
MG2769NOV,Minas Gerais,Região Sudeste,MG,31,45109,Nova Resende,16645
MG2770NOV,Minas Gerais,Região Sudeste,MG,31,45208,Nova Serrana,94681
MG2771NOV,Minas Gerais,Região Sudeste,MG,31,45307,Novo Cruzeiro,31884
MG2772NOV,Minas Gerais,Região Sudeste,MG,31,45356,Novo Oriente de Minas,10869
MG2773NOV,Minas Gerais,Região Sudeste,MG,31,45372,Novorizonte,5308
MG2774OLA,Minas Gerais,Região Sudeste,MG,31,45406,Olaria,1873
MG2775OLH,Minas Gerais,Região Sudeste,MG,31,45455,Olhos-d'Água,5943
MG2776OLÍ,Minas Gerais,Região Sudeste,MG,31,45505,Olímpio Noronha,2763
MG2777OLI,Minas Gerais,Região Sudeste,MG,31,45604,Oliveira,41907
MG2778OLI,Minas Gerais,Região Sudeste,MG,31,45703,Oliveira Fortes,2182
MG2779ONÇ,Minas Gerais,Região Sudeste,MG,31,45802,Onça de Pitangui,3192
MG2780ORA,Minas Gerais,Região Sudeste,MG,31,45851,Oratórios,4710
MG2781ORI,Minas Gerais,Região Sudeste,MG,31,45877,Orizânia,7949
MG2782OUR,Minas Gerais,Região Sudeste,MG,31,45901,Ouro Branco,38935
MG2783OUR,Minas Gerais,Região Sudeste,MG,31,46008,Ouro Fino,33716
MG2784OUR,Minas Gerais,Região Sudeste,MG,31,46107,Ouro Preto,74659
MG2785OUR,Minas Gerais,Região Sudeste,MG,31,46206,Ouro Verde de Minas,6110
MG2786PAD,Minas Gerais,Região Sudeste,MG,31,46255,Padre Carvalho,6338
MG2787PAD,Minas Gerais,Região Sudeste,MG,31,46305,Padre Paraíso,20177
MG2788PAI,Minas Gerais,Região Sudeste,MG,31,46404,Paineiras,4650
MG2789PAI,Minas Gerais,Região Sudeste,MG,31,46503,Pains,8391
MG2790PAI,Minas Gerais,Região Sudeste,MG,31,46552,Pai Pedro,6184
MG2791PAI,Minas Gerais,Região Sudeste,MG,31,46602,Paiva,1577
MG2792PAL,Minas Gerais,Região Sudeste,MG,31,46701,Palma,6753
MG2793PAL,Minas Gerais,Região Sudeste,MG,31,46750,Palmópolis,6161
MG2794PAP,Minas Gerais,Região Sudeste,MG,31,46909,Papagaios,15516
MG2795PAR,Minas Gerais,Região Sudeste,MG,31,47006,Paracatu,92386
MG2796PAR,Minas Gerais,Região Sudeste,MG,31,47105,Pará de Minas,92739
MG2797PAR,Minas Gerais,Região Sudeste,MG,31,47204,Paraguaçu,21583
MG2798PAR,Minas Gerais,Região Sudeste,MG,31,47303,Paraisópolis,20983
MG2799PAR,Minas Gerais,Região Sudeste,MG,31,47402,Paraopeba,24427
MG2800PAS,Minas Gerais,Região Sudeste,MG,31,47501,Passabém,1732
MG2801PAS,Minas Gerais,Região Sudeste,MG,31,47600,Passa Quatro,16470
MG2802PAS,Minas Gerais,Região Sudeste,MG,31,47709,Passa Tempo,8324
MG2803PAS,Minas Gerais,Região Sudeste,MG,31,47808,Passa-Vinte,2104
MG2804PAS,Minas Gerais,Região Sudeste,MG,31,47907,Passos,114458
MG2805PAT,Minas Gerais,Região Sudeste,MG,31,47956,Patis,5976
MG2806PAT,Minas Gerais,Região Sudeste,MG,31,48004,Patos de Minas,150893
MG2807PAT,Minas Gerais,Região Sudeste,MG,31,48103,Patrocínio,89983
MG2808PAT,Minas Gerais,Região Sudeste,MG,31,48202,Patrocínio do Muriaé,5680
MG2809PAU,Minas Gerais,Região Sudeste,MG,31,48301,Paula Cândido,9698
MG2810PAU,Minas Gerais,Região Sudeste,MG,31,48400,Paulistas,4982
MG2811PAV,Minas Gerais,Região Sudeste,MG,31,48509,Pavão,8709
MG2812PEÇ,Minas Gerais,Região Sudeste,MG,31,48608,Peçanha,17871
MG2813PED,Minas Gerais,Região Sudeste,MG,31,48707,Pedra Azul,24748
MG2814PED,Minas Gerais,Região Sudeste,MG,31,48756,Pedra Bonita,7117
MG2815PED,Minas Gerais,Região Sudeste,MG,31,48806,Pedra do Anta,3270
MG2816PED,Minas Gerais,Região Sudeste,MG,31,48905,Pedra do Indaiá,4034
MG2817PED,Minas Gerais,Região Sudeste,MG,31,49002,Pedra Dourada,2452
MG2818PED,Minas Gerais,Região Sudeste,MG,31,49101,Pedralva,11570
MG2819PED,Minas Gerais,Região Sudeste,MG,31,49150,Pedras de Maria da Cruz,11396
MG2820PED,Minas Gerais,Região Sudeste,MG,31,49200,Pedrinópolis,3672
MG2821PED,Minas Gerais,Região Sudeste,MG,31,49309,Pedro Leopoldo,63837
MG2822PED,Minas Gerais,Região Sudeste,MG,31,49408,Pedro Teixeira,1843
MG2823PEQ,Minas Gerais,Região Sudeste,MG,31,49507,Pequeri,3347
MG2824PEQ,Minas Gerais,Região Sudeste,MG,31,49606,Pequi,4395
MG2825PER,Minas Gerais,Região Sudeste,MG,31,49705,Perdigão,10846
MG2826PER,Minas Gerais,Região Sudeste,MG,31,49804,Perdizes,15925
MG2827PER,Minas Gerais,Região Sudeste,MG,31,49903,Perdões,21444
MG2828PER,Minas Gerais,Região Sudeste,MG,31,49952,Periquito,7060
MG2829PES,Minas Gerais,Região Sudeste,MG,31,50000,Pescador,4311
MG2830PIA,Minas Gerais,Região Sudeste,MG,31,50109,Piau,2850
MG2831PIE,Minas Gerais,Região Sudeste,MG,31,50158,Piedade de Caratinga,8247
MG2832PIE,Minas Gerais,Região Sudeste,MG,31,50208,Piedade de Ponte Nova,4213
MG2833PIE,Minas Gerais,Região Sudeste,MG,31,50307,Piedade do Rio Grande,4684
MG2834PIE,Minas Gerais,Região Sudeste,MG,31,50406,Piedade dos Gerais,4981
MG2835PIM,Minas Gerais,Região Sudeste,MG,31,50505,Pimenta,8720
MG2836PIN,Minas Gerais,Região Sudeste,MG,31,50539,Pingo-d'Água,4873
MG2837PIN,Minas Gerais,Região Sudeste,MG,31,50570,Pintópolis,7585
MG2838PIR,Minas Gerais,Região Sudeste,MG,31,50604,Piracema,6566
MG2839PIR,Minas Gerais,Região Sudeste,MG,31,50703,Pirajuba,5790
MG2840PIR,Minas Gerais,Região Sudeste,MG,31,50802,Piranga,17918
MG2841PIR,Minas Gerais,Região Sudeste,MG,31,50901,Piranguçu,5514
MG2842PIR,Minas Gerais,Região Sudeste,MG,31,51008,Piranguinho,8597
MG2843PIR,Minas Gerais,Região Sudeste,MG,31,51107,Pirapetinga,10876
MG2844PIR,Minas Gerais,Região Sudeste,MG,31,51206,Pirapora,56706
MG2845PIR,Minas Gerais,Região Sudeste,MG,31,51305,Piraúba,11080
MG2846PIT,Minas Gerais,Região Sudeste,MG,31,51404,Pitangui,27706
MG2847PIU,Minas Gerais,Região Sudeste,MG,31,51503,Piumhi,34525
MG2848PLA,Minas Gerais,Região Sudeste,MG,31,51602,Planura,11796
MG2849POÇ,Minas Gerais,Região Sudeste,MG,31,51701,Poço Fundo,16903
MG2850POÇ,Minas Gerais,Região Sudeste,MG,31,51800,Poços de Caldas,166085
MG2851POC,Minas Gerais,Região Sudeste,MG,31,51909,Pocrane,8841
MG2852POM,Minas Gerais,Região Sudeste,MG,31,52006,Pompéu,31612
MG2853PON,Minas Gerais,Região Sudeste,MG,31,52105,Ponte Nova,60361
MG2854PON,Minas Gerais,Região Sudeste,MG,31,52131,Ponto Chique,4259
MG2855PON,Minas Gerais,Região Sudeste,MG,31,52170,Ponto dos Volantes,12138
MG2856POR,Minas Gerais,Região Sudeste,MG,31,52204,Porteirinha,38741
MG2857POR,Minas Gerais,Região Sudeste,MG,31,52303,Porto Firme,11245
MG2858POT,Minas Gerais,Região Sudeste,MG,31,52402,Poté,16641
MG2859POU,Minas Gerais,Região Sudeste,MG,31,52501,Pouso Alegre,147137
MG2860POU,Minas Gerais,Região Sudeste,MG,31,52600,Pouso Alto,6185
MG2861PRA,Minas Gerais,Região Sudeste,MG,31,52709,Prados,9021
MG2862PRA,Minas Gerais,Região Sudeste,MG,31,52808,Prata,27796
MG2863PRA,Minas Gerais,Região Sudeste,MG,31,52907,Pratápolis,8890
MG2864PRA,Minas Gerais,Região Sudeste,MG,31,53004,Pratinha,3569
MG2865PRE,Minas Gerais,Região Sudeste,MG,31,53103,Presidente Bernardes,5562
MG2866PRE,Minas Gerais,Região Sudeste,MG,31,53202,Presidente Juscelino,3827
MG2867PRE,Minas Gerais,Região Sudeste,MG,31,53301,Presidente Kubitschek,3061
MG2868PRE,Minas Gerais,Região Sudeste,MG,31,53400,Presidente Olegário,19599
MG2869ALT,Minas Gerais,Região Sudeste,MG,31,53509,Alto Jequitibá,8522
MG2870PRU,Minas Gerais,Região Sudeste,MG,31,53608,Prudente de Morais,10577
MG2871QUA,Minas Gerais,Região Sudeste,MG,31,53707,Quartel Geral,3557
MG2872QUE,Minas Gerais,Região Sudeste,MG,31,53806,Queluzito,1958
MG2873RAP,Minas Gerais,Região Sudeste,MG,31,53905,Raposos,16390
MG2874RAU,Minas Gerais,Região Sudeste,MG,31,54002,Raul Soares,24368
MG2875REC,Minas Gerais,Região Sudeste,MG,31,54101,Recreio,10697
MG2876RED,Minas Gerais,Região Sudeste,MG,31,54150,Reduto,7117
MG2877RES,Minas Gerais,Região Sudeste,MG,31,54200,Resende Costa,11569
MG2878RES,Minas Gerais,Região Sudeste,MG,31,54309,Resplendor,17715
MG2879RES,Minas Gerais,Região Sudeste,MG,31,54408,Ressaquinha,4861
MG2880RIA,Minas Gerais,Região Sudeste,MG,31,54457,Riachinho,8290
MG2881RIA,Minas Gerais,Região Sudeste,MG,31,54507,Riacho dos Machados,9672
MG2882RIB,Minas Gerais,Região Sudeste,MG,31,54606,Ribeirão das Neves,328871
MG2883RIB,Minas Gerais,Região Sudeste,MG,31,54705,Ribeirão Vermelho,4058
MG2884RIO,Minas Gerais,Região Sudeste,MG,31,54804,Rio Acima,10123
MG2885RIO,Minas Gerais,Região Sudeste,MG,31,54903,Rio Casca,14130
MG2886RIO,Minas Gerais,Região Sudeste,MG,31,55009,Rio Doce,2623
MG2887RIO,Minas Gerais,Região Sudeste,MG,31,55108,Rio do Prado,5302
MG2888RIO,Minas Gerais,Região Sudeste,MG,31,55207,Rio Espera,5825
MG2889RIO,Minas Gerais,Região Sudeste,MG,31,55306,Rio Manso,5774
MG2890RIO,Minas Gerais,Região Sudeste,MG,31,55405,Rio Novo,9084
MG2891RIO,Minas Gerais,Região Sudeste,MG,31,55504,Rio Paranaíba,12462
MG2892RIO,Minas Gerais,Região Sudeste,MG,31,55603,Rio Pardo de Minas,31016
MG2893RIO,Minas Gerais,Região Sudeste,MG,31,55702,Rio Piracicaba,14624
MG2894RIO,Minas Gerais,Região Sudeste,MG,31,55801,Rio Pomba,18061
MG2895RIO,Minas Gerais,Região Sudeste,MG,31,55900,Rio Preto,5544
MG2896RIO,Minas Gerais,Região Sudeste,MG,31,56007,Rio Vermelho,13453
MG2897RIT,Minas Gerais,Região Sudeste,MG,31,56106,Ritápolis,4834
MG2898ROC,Minas Gerais,Região Sudeste,MG,31,56205,Rochedo de Minas,2293
MG2899ROD,Minas Gerais,Região Sudeste,MG,31,56304,Rodeiro,7857
MG2900ROM,Minas Gerais,Região Sudeste,MG,31,56403,Romaria,3644
MG2901ROS,Minas Gerais,Região Sudeste,MG,31,56452,Rosário da Limeira,4580
MG2902RUB,Minas Gerais,Região Sudeste,MG,31,56502,Rubelita,6789
MG2903RUB,Minas Gerais,Região Sudeste,MG,31,56601,Rubim,10377
MG2904SAB,Minas Gerais,Região Sudeste,MG,31,56700,Sabará,135968
MG2905SAB,Minas Gerais,Região Sudeste,MG,31,56809,Sabinópolis,15936
MG2906SAC,Minas Gerais,Região Sudeste,MG,31,56908,Sacramento,25998
MG2907SAL,Minas Gerais,Região Sudeste,MG,31,57005,Salinas,41678
MG2908SAL,Minas Gerais,Região Sudeste,MG,31,57104,Salto da Divisa,7127
MG2909SAN,Minas Gerais,Região Sudeste,MG,31,57203,Santa Bárbara,30690
MG2910SAN,Minas Gerais,Região Sudeste,MG,31,57252,Santa Bárbara do Leste,8180
MG2911SAN,Minas Gerais,Região Sudeste,MG,31,57278,Santa Bárbara do Monte Verde,3096
MG2912SAN,Minas Gerais,Região Sudeste,MG,31,57302,Santa Bárbara do Tugúrio,4590
MG2913SAN,Minas Gerais,Região Sudeste,MG,31,57336,Santa Cruz de Minas,8547
MG2914SAN,Minas Gerais,Região Sudeste,MG,31,57377,Santa Cruz de Salinas,4337
MG2915SAN,Minas Gerais,Região Sudeste,MG,31,57401,Santa Cruz do Escalvado,4960
MG2916SAN,Minas Gerais,Região Sudeste,MG,31,57500,Santa Efigênia de Minas,4587
MG2917SAN,Minas Gerais,Região Sudeste,MG,31,57609,Santa Fé de Minas,3985
MG2918SAN,Minas Gerais,Região Sudeste,MG,31,57658,Santa Helena de Minas,6410
MG2919SAN,Minas Gerais,Região Sudeste,MG,31,57708,Santa Juliana,13380
MG2920SAN,Minas Gerais,Região Sudeste,MG,31,57807,Santa Luzia,218897
MG2921SAN,Minas Gerais,Região Sudeste,MG,31,57906,Santa Margarida,16173
MG2922SAN,Minas Gerais,Região Sudeste,MG,31,58003,Santa Maria de Itabira,11007
MG2923SAN,Minas Gerais,Região Sudeste,MG,31,58102,Santa Maria do Salto,5381
MG2924SAN,Minas Gerais,Região Sudeste,MG,31,58201,Santa Maria do Suaçuí,14896
MG2925SAN,Minas Gerais,Região Sudeste,MG,31,58300,Santana da Vargem,7322
MG2926SAN,Minas Gerais,Região Sudeste,MG,31,58409,Santana de Cataguases,3876
MG2927SAN,Minas Gerais,Região Sudeste,MG,31,58508,Santana de Pirapama,7965
MG2928SAN,Minas Gerais,Região Sudeste,MG,31,58607,Santana do Deserto,4032
MG2929SAN,Minas Gerais,Região Sudeste,MG,31,58706,Santana do Garambéu,2436
MG2930SAN,Minas Gerais,Região Sudeste,MG,31,58805,Santana do Jacaré,4861
MG2931SAN,Minas Gerais,Região Sudeste,MG,31,58904,Santana do Manhuaçu,8853
MG2932SAN,Minas Gerais,Região Sudeste,MG,31,58953,Santana do Paraíso,32828
MG2933SAN,Minas Gerais,Região Sudeste,MG,31,59001,Santana do Riacho,4301
MG2934SAN,Minas Gerais,Região Sudeste,MG,31,59100,Santana dos Montes,3887
MG2935SAN,Minas Gerais,Região Sudeste,MG,31,59209,Santa Rita de Caldas,9198
MG2936SAN,Minas Gerais,Região Sudeste,MG,31,59308,Santa Rita de Jacutinga,5043
MG2937SAN,Minas Gerais,Região Sudeste,MG,31,59357,Santa Rita de Minas,7149
MG2938SAN,Minas Gerais,Região Sudeste,MG,31,59407,Santa Rita de Ibitipoca,3566
MG2939SAN,Minas Gerais,Região Sudeste,MG,31,59506,Santa Rita do Itueto,5699
MG2940SAN,Minas Gerais,Região Sudeste,MG,31,59605,Santa Rita do Sapucaí,42324
MG2941SAN,Minas Gerais,Região Sudeste,MG,31,59704,Santa Rosa da Serra,3386
MG2942SAN,Minas Gerais,Região Sudeste,MG,31,59803,Santa Vitória,19646
MG2943SAN,Minas Gerais,Região Sudeste,MG,31,59902,Santo Antônio do Amparo,18553
MG2944SAN,Minas Gerais,Região Sudeste,MG,31,60009,Santo Antônio do Aventureiro,3668
