local_key,estado,região,uf,cod_uf,cod_municipio,município,população
MG2294ARI,Minas Gerais,Região Sudeste,MG,31,4452,Aricanduva,5192
MG2295ARI,Minas Gerais,Região Sudeste,MG,31,4502,Arinos,18243
MG2296AST,Minas Gerais,Região Sudeste,MG,31,4601,Astolfo Dutra,14118
MG2297ATA,Minas Gerais,Região Sudeste,MG,31,4700,Ataléia,13762
MG2298AUG,Minas Gerais,Região Sudeste,MG,31,4809,Augusto de Lima,5023
MG2299BAE,Minas Gerais,Região Sudeste,MG,31,4908,Baependi,19315
MG2300BAL,Minas Gerais,Região Sudeste,MG,31,5004,Baldim,8051
MG2301BAM,Minas Gerais,Região Sudeste,MG,31,5103,Bambuí,24018
MG2302BAN,Minas Gerais,Região Sudeste,MG,31,5202,Bandeira,4984
MG2303BAN,Minas Gerais,Região Sudeste,MG,31,5301,Bandeira do Sul,5739
MG2304BAR,Minas Gerais,Região Sudeste,MG,31,5400,Barão de Cocais,31968
MG2305BAR,Minas Gerais,Região Sudeste,MG,31,5509,Barão de Monte Alto,5648
MG2306BAR,Minas Gerais,Região Sudeste,MG,31,5608,Barbacena,136689
MG2307BAR,Minas Gerais,Região Sudeste,MG,31,5707,Barra Longa,5624
MG2308BAR,Minas Gerais,Região Sudeste,MG,31,5905,Barroso,20882
MG2309BEL,Minas Gerais,Região Sudeste,MG,31,6002,Bela Vista de Minas,10416
MG2310BEL,Minas Gerais,Região Sudeste,MG,31,6101,Belmiro Braga,3503
MG2311BEL,Minas Gerais,Região Sudeste,MG,31,6200,Belo Horizonte,2523794
MG2312BEL,Minas Gerais,Região Sudeste,MG,31,6309,Belo Oriente,26158
MG2313BEL,Minas Gerais,Região Sudeste,MG,31,6408,Belo Vale,7841
MG2314BER,Minas Gerais,Região Sudeste,MG,31,6507,Berilo,12360
MG2315BER,Minas Gerais,Região Sudeste,MG,31,6606,Bertópolis,4678
MG2316BER,Minas Gerais,Região Sudeste,MG,31,6655,Berizal,4720
MG2317BET,Minas Gerais,Região Sudeste,MG,31,6705,Betim,427146
MG2318BIA,Minas Gerais,Região Sudeste,MG,31,6804,Bias Fortes,3613
MG2319BIC,Minas Gerais,Região Sudeste,MG,31,6903,Bicas,14545
MG2320BIQ,Minas Gerais,Região Sudeste,MG,31,7000,Biquinhas,2619
MG2321BOA,Minas Gerais,Região Sudeste,MG,31,7109,Boa Esperança,40530
MG2322BOC,Minas Gerais,Região Sudeste,MG,31,7208,Bocaina de Minas,5185
MG2323BOC,Minas Gerais,Região Sudeste,MG,31,7307,Bocaiúva,50168
MG2324BOM,Minas Gerais,Região Sudeste,MG,31,7406,Bom Despacho,50042
MG2325BOM,Minas Gerais,Região Sudeste,MG,31,7505,Bom Jardim de Minas,6644
MG2326BOM,Minas Gerais,Região Sudeste,MG,31,7604,Bom Jesus da Penha,4203
MG2327BOM,Minas Gerais,Região Sudeste,MG,31,7703,Bom Jesus do Amparo,6018
MG2328BOM,Minas Gerais,Região Sudeste,MG,31,7802,Bom Jesus do Galho,15459
MG2329BOM,Minas Gerais,Região Sudeste,MG,31,7901,Bom Repouso,10775
MG2330BOM,Minas Gerais,Região Sudeste,MG,31,8008,Bom Sucesso,17907
MG2331BON,Minas Gerais,Região Sudeste,MG,31,8107,Bonfim,7020
MG2332BON,Minas Gerais,Região Sudeste,MG,31,8206,Bonfinópolis de Minas,5764
MG2333BON,Minas Gerais,Região Sudeste,MG,31,8255,Bonito de Minas,10951
MG2334BOR,Minas Gerais,Região Sudeste,MG,31,8305,Borda da Mata,19055
MG2335BOT,Minas Gerais,Região Sudeste,MG,31,8404,Botelhos,15322
MG2336BOT,Minas Gerais,Região Sudeste,MG,31,8503,Botumirim,6540
MG2337BRA,Minas Gerais,Região Sudeste,MG,31,8552,Brasilândia de Minas,16105
MG2338BRA,Minas Gerais,Região Sudeste,MG,31,8602,Brasília de Minas,32732
MG2339BRÁ,Minas Gerais,Região Sudeste,MG,31,8701,Brás Pires,4550
MG2340BRA,Minas Gerais,Região Sudeste,MG,31,8800,Braúnas,5003
MG2341BRA,Minas Gerais,Região Sudeste,MG,31,8909,Brazópolis,14889
MG2342BRU,Minas Gerais,Região Sudeste,MG,31,9006,Brumadinho,38863
MG2343BUE,Minas Gerais,Região Sudeste,MG,31,9105,Bueno Brandão,11233
MG2344BUE,Minas Gerais,Região Sudeste,MG,31,9204,Buenópolis,10594
MG2345BUG,Minas Gerais,Região Sudeste,MG,31,9253,Bugre,4146
MG2346BUR,Minas Gerais,Região Sudeste,MG,31,9303,Buritis,24689
MG2347BUR,Minas Gerais,Região Sudeste,MG,31,9402,Buritizeiro,28335
MG2348CAB,Minas Gerais,Região Sudeste,MG,31,9451,Cabeceira Grande,6940
MG2349CAB,Minas Gerais,Região Sudeste,MG,31,9501,Cabo Verde,14330
MG2350CAC,Minas Gerais,Região Sudeste,MG,31,9600,Cachoeira da Prata,3710
MG2351CAC,Minas Gerais,Região Sudeste,MG,31,9709,Cachoeira de Minas,11646
MG2352CAC,Minas Gerais,Região Sudeste,MG,31,9808,Cachoeira Dourada,2691
MG2353CAE,Minas Gerais,Região Sudeste,MG,31,9907,Caetanópolis,11399
MG2354CAE,Minas Gerais,Região Sudeste,MG,31,10004,Caeté,44377
MG2355CAI,Minas Gerais,Região Sudeste,MG,31,10103,Caiana,5440
MG2356CAJ,Minas Gerais,Região Sudeste,MG,31,10202,Cajuri,4108
MG2357CAL,Minas Gerais,Região Sudeste,MG,31,10301,Caldas,14529
MG2358CAM,Minas Gerais,Região Sudeste,MG,31,10400,Camacho,3064
MG2359CAM,Minas Gerais,Região Sudeste,MG,31,10509,Camanducaia,22057
MG2360CAM,Minas Gerais,Região Sudeste,MG,31,10608,Cambuí,29165
MG2361CAM,Minas Gerais,Região Sudeste,MG,31,10707,Cambuquira,13053
MG2362CAM,Minas Gerais,Região Sudeste,MG,31,10806,Campanário,3757
MG2363CAM,Minas Gerais,Região Sudeste,MG,31,10905,Campanha,16627
MG2364CAM,Minas Gerais,Região Sudeste,MG,31,11002,Campestre,21440
MG2365CAM,Minas Gerais,Região Sudeste,MG,31,11101,Campina Verde,20079
MG2366CAM,Minas Gerais,Região Sudeste,MG,31,11150,Campo Azul,3863
MG2367CAM,Minas Gerais,Região Sudeste,MG,31,11200,Campo Belo,54458
MG2368CAM,Minas Gerais,Região Sudeste,MG,31,11309,Campo do Meio,11878
MG2369CAM,Minas Gerais,Região Sudeste,MG,31,11408,Campo Florido,7886
MG2370CAM,Minas Gerais,Região Sudeste,MG,31,11507,Campos Altos,15387
MG2371CAM,Minas Gerais,Região Sudeste,MG,31,11606,Campos Gerais,29057
MG2372CAN,Minas Gerais,Região Sudeste,MG,31,11705,Canaã,4699
MG2373CAN,Minas Gerais,Região Sudeste,MG,31,11804,Canápolis,12117
MG2374CAN,Minas Gerais,Região Sudeste,MG,31,11903,Cana Verde,5735
MG2375CAN,Minas Gerais,Região Sudeste,MG,31,12000,Candeias,15147
MG2376CAN,Minas Gerais,Região Sudeste,MG,31,12059,Cantagalo,4517
MG2377CAP,Minas Gerais,Região Sudeste,MG,31,12109,Caparaó,5489
MG2378CAP,Minas Gerais,Região Sudeste,MG,31,12208,Capela Nova,4805
MG2379CAP,Minas Gerais,Região Sudeste,MG,31,12307,Capelinha,37867
MG2380CAP,Minas Gerais,Região Sudeste,MG,31,12406,Capetinga,7152
MG2381CAP,Minas Gerais,Região Sudeste,MG,31,12505,Capim Branco,9678
MG2382CAP,Minas Gerais,Região Sudeste,MG,31,12604,Capinópolis,16250
MG2383CAP,Minas Gerais,Região Sudeste,MG,31,12653,Capitão Andrade,5405
MG2384CAP,Minas Gerais,Região Sudeste,MG,31,12703,Capitão Enéas,15237
MG2385CAP,Minas Gerais,Região Sudeste,MG,31,12802,Capitólio,8682
MG2386CAP,Minas Gerais,Região Sudeste,MG,31,12901,Caputira,9431
MG2387CAR,Minas Gerais,Região Sudeste,MG,31,13008,Caraí,23781
MG2388CAR,Minas Gerais,Região Sudeste,MG,31,13107,Caranaíba,3299
MG2389CAR,Minas Gerais,Região Sudeste,MG,31,13206,Carandaí,25376
MG2390CAR,Minas Gerais,Região Sudeste,MG,31,13305,Carangola,33559
MG2391CAR,Minas Gerais,Região Sudeste,MG,31,13404,Caratinga,91841
MG2392CAR,Minas Gerais,Região Sudeste,MG,31,13503,Carbonita,9544
MG2393CAR,Minas Gerais,Região Sudeste,MG,31,13602,Careaçu,6757
MG2394CAR,Minas Gerais,Região Sudeste,MG,31,13701,Carlos Chagas,19750
MG2395CAR,Minas Gerais,Região Sudeste,MG,31,13800,Carmésia,2629
MG2396CAR,Minas Gerais,Região Sudeste,MG,31,13909,Carmo da Cachoeira,12350
MG2397CAR,Minas Gerais,Região Sudeste,MG,31,14006,Carmo da Mata,11559
MG2398CAR,Minas Gerais,Região Sudeste,MG,31,14105,Carmo de Minas,14822
MG2399CAR,Minas Gerais,Região Sudeste,MG,31,14204,Carmo do Cajuru,22136
MG2400CAR,Minas Gerais,Região Sudeste,MG,31,14303,Carmo do Paranaíba,30861
MG2401CAR,Minas Gerais,Região Sudeste,MG,31,14402,Carmo do Rio Claro,21458
MG2402CAR,Minas Gerais,Região Sudeste,MG,31,14501,Carmópolis de Minas,18995
MG2403CAR,Minas Gerais,Região Sudeste,MG,31,14550,Carneirinho,10072
MG2404CAR,Minas Gerais,Região Sudeste,MG,31,14600,Carrancas,4110
MG2405CAR,Minas Gerais,Região Sudeste,MG,31,14709,Carvalhópolis,3581
MG2406CAR,Minas Gerais,Região Sudeste,MG,31,14808,Carvalhos,4617
MG2407CAS,Minas Gerais,Região Sudeste,MG,31,14907,Casa Grande,2309
MG2408CAS,Minas Gerais,Região Sudeste,MG,31,15003,Cascalho Rico,3071
MG2409CÁS,Minas Gerais,Região Sudeste,MG,31,15102,Cássia,18057
MG2410CON,Minas Gerais,Região Sudeste,MG,31,15201,Conceição da Barra de Minas,4050
MG2411CAT,Minas Gerais,Região Sudeste,MG,31,15300,Cataguases,75025
MG2412CAT,Minas Gerais,Região Sudeste,MG,31,15359,Catas Altas,5316
MG2413CAT,Minas Gerais,Região Sudeste,MG,31,15409,Catas Altas da Noruega,3666
MG2414CAT,Minas Gerais,Região Sudeste,MG,31,15458,Catuji,6612
MG2415CAT,Minas Gerais,Região Sudeste,MG,31,15474,Catuti,5151
MG2416CAX,Minas Gerais,Região Sudeste,MG,31,15508,Caxambu,22208
MG2417CED,Minas Gerais,Região Sudeste,MG,31,15607,Cedro do Abaeté,1209
MG2418CEN,Minas Gerais,Região Sudeste,MG,31,15706,Central de Minas,7112
MG2419CEN,Minas Gerais,Região Sudeste,MG,31,15805,Centralina,10622
MG2420CHÁ,Minas Gerais,Região Sudeste,MG,31,15904,Chácara,3101
MG2421CHA,Minas Gerais,Região Sudeste,MG,31,16001,Chalé,5823
MG2422CHA,Minas Gerais,Região Sudeste,MG,31,16100,Chapada do Norte,15675
MG2423CHA,Minas Gerais,Região Sudeste,MG,31,16159,Chapada Gaúcha,12971
MG2424CHI,Minas Gerais,Região Sudeste,MG,31,16209,Chiador,2789
MG2425CIP,Minas Gerais,Região Sudeste,MG,31,16308,Cipotânea,6868
MG2426CLA,Minas Gerais,Região Sudeste,MG,31,16407,Claraval,4847
MG2427CLA,Minas Gerais,Região Sudeste,MG,31,16506,Claro dos Poções,7819
MG2428CLÁ,Minas Gerais,Região Sudeste,MG,31,16605,Cláudio,28287
MG2429COI,Minas Gerais,Região Sudeste,MG,31,16704,Coimbra,7559
MG2430COL,Minas Gerais,Região Sudeste,MG,31,16803,Coluna,9146
MG2431COM,Minas Gerais,Região Sudeste,MG,31,16902,Comendador Gomes,3138
MG2432COM,Minas Gerais,Região Sudeste,MG,31,17009,Comercinho,7599
MG2433CON,Minas Gerais,Região Sudeste,MG,31,17108,Conceição da Aparecida,10374
MG2434CON,Minas Gerais,Região Sudeste,MG,31,17207,Conceição das Pedras,2858
MG2435CON,Minas Gerais,Região Sudeste,MG,31,17306,Conceição das Alagoas,26818
MG2436CON,Minas Gerais,Região Sudeste,MG,31,17405,Conceição de Ipanema,4644
MG2437CON,Minas Gerais,Região Sudeste,MG,31,17504,Conceição do Mato Dentro,18126
MG2438CON,Minas Gerais,Região Sudeste,MG,31,17603,Conceição do Pará,5515
MG2439CON,Minas Gerais,Região Sudeste,MG,31,17702,Conceição do Rio Verde,13724
MG2440CON,Minas Gerais,Região Sudeste,MG,31,17801,Conceição dos Ouros,11467
MG2441CÔN,Minas Gerais,Região Sudeste,MG,31,17836,Cônego Marinho,7624
MG2442CON,Minas Gerais,Região Sudeste,MG,31,17876,Confins,6608
MG2443CON,Minas Gerais,Região Sudeste,MG,31,17900,Congonhal,11706
MG2444CON,Minas Gerais,Região Sudeste,MG,31,18007,Congonhas,53843
MG2445CON,Minas Gerais,Região Sudeste,MG,31,18106,Congonhas do Norte,5134
MG2446CON,Minas Gerais,Região Sudeste,MG,31,18205,Conquista,6960
MG2447CON,Minas Gerais,Região Sudeste,MG,31,18304,Conselheiro Lafaiete,127369
MG2448CON,Minas Gerais,Região Sudeste,MG,31,18403,Conselheiro Pena,23240
MG2449CON,Minas Gerais,Região Sudeste,MG,31,18502,Consolação,1810
MG2450CON,Minas Gerais,Região Sudeste,MG,31,18601,Contagem,658580
MG2451COQ,Minas Gerais,Região Sudeste,MG,31,18700,Coqueiral,9432
MG2452COR,Minas Gerais,Região Sudeste,MG,31,18809,Coração de Jesus,27052
MG2453COR,Minas Gerais,Região Sudeste,MG,31,18908,Cordisburgo,9029
MG2454COR,Minas Gerais,Região Sudeste,MG,31,19005,Cordislândia,3587
MG2455COR,Minas Gerais,Região Sudeste,MG,31,19104,Corinto,24384
MG2456COR,Minas Gerais,Região Sudeste,MG,31,19203,Coroaci,10339
MG2457COR,Minas Gerais,Região Sudeste,MG,31,19302,Coromandel,28508
MG2458COR,Minas Gerais,Região Sudeste,MG,31,19401,Coronel Fabriciano,110326
MG2459COR,Minas Gerais,Região Sudeste,MG,31,19500,Coronel Murta,9411
MG2460COR,Minas Gerais,Região Sudeste,MG,31,19609,Coronel Pacheco,3125
MG2461COR,Minas Gerais,Região Sudeste,MG,31,19708,Coronel Xavier Chaves,3471
MG2462CÓR,Minas Gerais,Região Sudeste,MG,31,19807,Córrego Danta,3359
MG2463CÓR,Minas Gerais,Região Sudeste,MG,31,19906,Córrego do Bom Jesus,3804
MG2464CÓR,Minas Gerais,Região Sudeste,MG,31,19955,Córrego Fundo,6295
MG2465CÓR,Minas Gerais,Região Sudeste,MG,31,20003,Córrego Novo,2970
MG2466COU,Minas Gerais,Região Sudeste,MG,31,20102,Couto de Magalhães de Minas,4444
MG2467CRI,Minas Gerais,Região Sudeste,MG,31,20151,Crisólita,6631
MG2468CRI,Minas Gerais,Região Sudeste,MG,31,20201,Cristais,12564
MG2469CRI,Minas Gerais,Região Sudeste,MG,31,20300,Cristália,6042
MG2470CRI,Minas Gerais,Região Sudeste,MG,31,20409,Cristiano Otoni,5225
MG2471CRI,Minas Gerais,Região Sudeste,MG,31,20508,Cristina,10482
MG2472CRU,Minas Gerais,Região Sudeste,MG,31,20607,Crucilândia,5057
MG2473CRU,Minas Gerais,Região Sudeste,MG,31,20706,Cruzeiro da Fortaleza,4174
MG2474CRU,Minas Gerais,Região Sudeste,MG,31,20805,Cruzília,15497
MG2475CUP,Minas Gerais,Região Sudeste,MG,31,20839,Cuparaque,4995
MG2476CUR,Minas Gerais,Região Sudeste,MG,31,20870,Curral de Dentro,7623
MG2477CUR,Minas Gerais,Região Sudeste,MG,31,20904,Curvelo,79878
MG2478DAT,Minas Gerais,Região Sudeste,MG,31,21001,Datas,5471
MG2479DEL,Minas Gerais,Região Sudeste,MG,31,21100,Delfim Moreira,8205
MG2480DEL,Minas Gerais,Região Sudeste,MG,31,21209,Delfinópolis,7186
MG2481DEL,Minas Gerais,Região Sudeste,MG,31,21258,Delta,9904
MG2482DES,Minas Gerais,Região Sudeste,MG,31,21308,Descoberto,5047
MG2483DES,Minas Gerais,Região Sudeste,MG,31,21407,Desterro de Entre Rios,7334
MG2484DES,Minas Gerais,Região Sudeste,MG,31,21506,Desterro do Melo,3015
MG2485DIA,Minas Gerais,Região Sudeste,MG,31,21605,Diamantina,48230
MG2486DIO,Minas Gerais,Região Sudeste,MG,31,21704,Diogo de Vasconcelos,3913
MG2487DIO,Minas Gerais,Região Sudeste,MG,31,21803,Dionísio,8287
MG2488DIV,Minas Gerais,Região Sudeste,MG,31,21902,Divinésia,3455
MG2489DIV,Minas Gerais,Região Sudeste,MG,31,22009,Divino,20133
MG2490DIV,Minas Gerais,Região Sudeste,MG,31,22108,Divino das Laranjeiras,5086
MG2491DIV,Minas Gerais,Região Sudeste,MG,31,22207,Divinolândia de Minas,7559
MG2492DIV,Minas Gerais,Região Sudeste,MG,31,22306,Divinópolis,234937
MG2493DIV,Minas Gerais,Região Sudeste,MG,31,22355,Divisa Alegre,6625
MG2494DIV,Minas Gerais,Região Sudeste,MG,31,22405,Divisa Nova,6068
MG2495DIV,Minas Gerais,Região Sudeste,MG,31,22454,Divisópolis,10547
MG2496DOM,Minas Gerais,Região Sudeste,MG,31,22470,Dom Bosco,3818
MG2497DOM,Minas Gerais,Região Sudeste,MG,31,22504,Dom Cavati,5247
MG2498DOM,Minas Gerais,Região Sudeste,MG,31,22603,Dom Joaquim,4602
MG2499DOM,Minas Gerais,Região Sudeste,MG,31,22702,Dom Silvério,5351
MG2500DOM,Minas Gerais,Região Sudeste,MG,31,22801,Dom Viçoso,3072
MG2501DON,Minas Gerais,Região Sudeste,MG,31,22900,Dona Eusébia,6527
MG2502DOR,Minas Gerais,Região Sudeste,MG,31,23007,Dores de Campos,10093
MG2503DOR,Minas Gerais,Região Sudeste,MG,31,23106,Dores de Guanhães,5316
MG2504DOR,Minas Gerais,Região Sudeste,MG,31,23205,Dores do Indaiá,13923
MG2505DOR,Minas Gerais,Região Sudeste,MG,31,23304,Dores do Turvo,4437
MG2506DOR,Minas Gerais,Região Sudeste,MG,31,23403,Doresópolis,1533
MG2507DOU,Minas Gerais,Região Sudeste,MG,31,23502,Douradoquara,1930
MG2508DUR,Minas Gerais,Região Sudeste,MG,31,23528,Durandé,7884
MG2509ELÓ,Minas Gerais,Região Sudeste,MG,31,23601,Elói Mendes,27730
MG2510ENG,Minas Gerais,Região Sudeste,MG,31,23700,Engenheiro Caldas,11098
MG2511ENG,Minas Gerais,Região Sudeste,MG,31,23809,Engenheiro Navarro,7377
MG2512ENT,Minas Gerais,Região Sudeste,MG,31,23858,Entre Folhas,5443
MG2513ENT,Minas Gerais,Região Sudeste,MG,31,23908,Entre Rios de Minas,15292
MG2514ERV,Minas Gerais,Região Sudeste,MG,31,24005,Ervália,19015
MG2515ESM,Minas Gerais,Região Sudeste,MG,31,24104,Esmeraldas,69010
MG2516ESP,Minas Gerais,Região Sudeste,MG,31,24203,Espera Feliz,24805
MG2517ESP,Minas Gerais,Região Sudeste,MG,31,24302,Espinosa,32214
MG2518ESP,Minas Gerais,Região Sudeste,MG,31,24401,Espírito Santo do Dourado,4712
MG2519EST,Minas Gerais,Região Sudeste,MG,31,24500,Estiva,11449
MG2520EST,Minas Gerais,Região Sudeste,MG,31,24609,Estrela Dalva,2448
MG2521EST,Minas Gerais,Região Sudeste,MG,31,24708,Estrela do Indaiá,3590
MG2522EST,Minas Gerais,Região Sudeste,MG,31,24807,Estrela do Sul,7981
MG2523EUG,Minas Gerais,Região Sudeste,MG,31,24906,Eugenópolis,11285
MG2524EWB,Minas Gerais,Região Sudeste,MG,31,25002,Ewbank da Câmara,3952
MG2525EXT,Minas Gerais,Região Sudeste,MG,31,25101,Extrema,34344
MG2526FAM,Minas Gerais,Região Sudeste,MG,31,25200,Fama,2426
MG2527FAR,Minas Gerais,Região Sudeste,MG,31,25309,Faria Lemos,3371
MG2528FEL,Minas Gerais,Região Sudeste,MG,31,25408,Felício dos Santos,5012
MG2529SÃO,Minas Gerais,Região Sudeste,MG,31,25507,São Gonçalo do Rio Preto,3205
MG2530FEL,Minas Gerais,Região Sudeste,MG,31,25606,Felisburgo,7431
MG2531FEL,Minas Gerais,Região Sudeste,MG,31,25705,Felixlândia,15273
MG2532FER,Minas Gerais,Região Sudeste,MG,31,25804,Fernandes Tourinho,3369
MG2533FER,Minas Gerais,Região Sudeste,MG,31,25903,Ferros,10432
MG2534FER,Minas Gerais,Região Sudeste,MG,31,25952,Fervedouro,11039
MG2535FLO,Minas Gerais,Região Sudeste,MG,31,26000,Florestal,7343
MG2536FOR,Minas Gerais,Região Sudeste,MG,31,26109,Formiga,68423
MG2537FOR,Minas Gerais,Região Sudeste,MG,31,26208,Formoso,9294
MG2538FOR,Minas Gerais,Região Sudeste,MG,31,26307,Fortaleza de Minas,4407
MG2539FOR,Minas Gerais,Região Sudeste,MG,31,26406,Fortuna de Minas,2932
MG2540FRA,Minas Gerais,Região Sudeste,MG,31,26505,Francisco Badaró,10557
MG2541FRA,Minas Gerais,Região Sudeste,MG,31,26604,Francisco Dumont,5215
MG2542FRA,Minas Gerais,Região Sudeste,MG,31,26703,Francisco Sá,26428
MG2543FRA,Minas Gerais,Região Sudeste,MG,31,26752,Franciscópolis,5672
MG2544FRE,Minas Gerais,Região Sudeste,MG,31,26802,Frei Gaspar,6024
MG2545FRE,Minas Gerais,Região Sudeste,MG,31,26901,Frei Inocêncio,9597
MG2546FRE,Minas Gerais,Região Sudeste,MG,31,26950,Frei Lagonegro,3510
MG2547FRO,Minas Gerais,Região Sudeste,MG,31,27008,Fronteira,17072
MG2548FRO,Minas Gerais,Região Sudeste,MG,31,27057,Fronteira dos Vales,4733
MG2549FRU,Minas Gerais,Região Sudeste,MG,31,27073,Fruta de Leite,5709
MG2550FRU,Minas Gerais,Região Sudeste,MG,31,27107,Frutal,58770
MG2551FUN,Minas Gerais,Região Sudeste,MG,31,27206,Funilândia,4277
MG2552GAL,Minas Gerais,Região Sudeste,MG,31,27305,Galiléia,7034
MG2553GAM,Minas Gerais,Região Sudeste,MG,31,27339,Gameleiras,5246
MG2554GLA,Minas Gerais,Região Sudeste,MG,31,27354,Glaucilândia,3160
MG2555GOI,Minas Gerais,Região Sudeste,MG,31,27370,Goiabeira,3328
MG2556GOI,Minas Gerais,Região Sudeste,MG,31,27388,Goianá,3952
MG2557GON,Minas Gerais,Região Sudeste,MG,31,27404,Gonçalves,4410
MG2558GON,Minas Gerais,Região Sudeste,MG,31,27503,Gonzaga,6223
MG2559GOU,Minas Gerais,Região Sudeste,MG,31,27602,Gouveia,12064
MG2560GOV,Minas Gerais,Região Sudeste,MG,31,27701,Governador Valadares,280901
MG2561GRÃ,Minas Gerais,Região Sudeste,MG,31,27800,Grão Mogol,15931
MG2562GRU,Minas Gerais,Região Sudeste,MG,31,27909,Grupiara,1418
MG2563GUA,Minas Gerais,Região Sudeste,MG,31,28006,Guanhães,34054
MG2564GUA,Minas Gerais,Região Sudeste,MG,31,28105,Guapé,14460
MG2565GUA,Minas Gerais,Região Sudeste,MG,31,28204,Guaraciaba,10542
MG2566GUA,Minas Gerais,Região Sudeste,MG,31,28253,Guaraciama,5001
MG2567GUA,Minas Gerais,Região Sudeste,MG,31,28303,Guaranésia,19378
MG2568GUA,Minas Gerais,Região Sudeste,MG,31,28402,Guarani,9047
MG2569GUA,Minas Gerais,Região Sudeste,MG,31,28501,Guarará,3938
MG2570GUA,Minas Gerais,Região Sudeste,MG,31,28600,Guarda-Mor,6736
MG2571GUA,Minas Gerais,Região Sudeste,MG,31,28709,Guaxupé,52294
MG2572GUI,Minas Gerais,Região Sudeste,MG,31,28808,Guidoval,7300
MG2573GUI,Minas Gerais,Região Sudeste,MG,31,28907,Guimarânia,7956
MG2574GUI,Minas Gerais,Região Sudeste,MG,31,29004,Guiricema,8714
MG2575GUR,Minas Gerais,Região Sudeste,MG,31,29103,Gurinhatã,5959
MG2576HEL,Minas Gerais,Região Sudeste,MG,31,29202,Heliodora,6561
MG2577IAP,Minas Gerais,Região Sudeste,MG,31,29301,Iapu,10962
MG2578IBE,Minas Gerais,Região Sudeste,MG,31,29400,Ibertioga,5150
MG2579IBI,Minas Gerais,Região Sudeste,MG,31,29509,Ibiá,25100
MG2580IBI,Minas Gerais,Região Sudeste,MG,31,29608,Ibiaí,8400
MG2581IBI,Minas Gerais,Região Sudeste,MG,31,29657,Ibiracatu,6165
MG2582IBI,Minas Gerais,Região Sudeste,MG,31,29707,Ibiraci,13575
MG2583IBI,Minas Gerais,Região Sudeste,MG,31,29806,Ibirité,177475
MG2584IBI,Minas Gerais,Região Sudeste,MG,31,29905,Ibitiúra de Minas,3536
MG2585IBI,Minas Gerais,Região Sudeste,MG,31,30002,Ibituruna,3018
MG2586ICA,Minas Gerais,Região Sudeste,MG,31,30051,Icaraí de Minas,11835
MG2587IGA,Minas Gerais,Região Sudeste,MG,31,30101,Igarapé,41127
MG2588IGA,Minas Gerais,Região Sudeste,MG,31,30200,Igaratinga,10547
MG2589IGU,Minas Gerais,Região Sudeste,MG,31,30309,Iguatama,8172
MG2590IJA,Minas Gerais,Região Sudeste,MG,31,30408,Ijaci,6460
MG2591ILI,Minas Gerais,Região Sudeste,MG,31,30507,Ilicínea,12358
MG2592IMB,Minas Gerais,Região Sudeste,MG,31,30556,Imbé de Minas,6899
MG2593INC,Minas Gerais,Região Sudeste,MG,31,30606,Inconfidentes,7356
MG2594IND,Minas Gerais,Região Sudeste,MG,31,30655,Indaiabira,7524
MG2595IND,Minas Gerais,Região Sudeste,MG,31,30705,Indianópolis,6806
MG2596ING,Minas Gerais,Região Sudeste,MG,31,30804,Ingaí,2785
MG2597INH,Minas Gerais,Região Sudeste,MG,31,30903,Inhapim,24792
MG2598INH,Minas Gerais,Região Sudeste,MG,31,31000,Inhaúma,6240
MG2599INI,Minas Gerais,Região Sudeste,MG,31,31109,Inimutaba,7489
MG2600IPA,Minas Gerais,Região Sudeste,MG,31,31158,Ipaba,18375
MG2601IPA,Minas Gerais,Região Sudeste,MG,31,31208,Ipanema,19736
MG2602IPA,Minas Gerais,Região Sudeste,MG,31,31307,Ipatinga,261203
MG2603IPI,Minas Gerais,Região Sudeste,MG,31,31406,Ipiaçu,4285
MG2604IPU,Minas Gerais,Região Sudeste,MG,31,31505,Ipuiúna,10125
MG2605IRA,Minas Gerais,Região Sudeste,MG,31,31604,Iraí de Minas,6969
MG2606ITA,Minas Gerais,Região Sudeste,MG,31,31703,Itabira,119285
MG2607ITA,Minas Gerais,Região Sudeste,MG,31,31802,Itabirinha,11498
MG2608ITA,Minas Gerais,Região Sudeste,MG,31,31901,Itabirito,50816
MG2609ITA,Minas Gerais,Região Sudeste,MG,31,32008,Itacambira,5374
MG2610ITA,Minas Gerais,Região Sudeste,MG,31,32107,Itacarambi,18443
MG2611ITA,Minas Gerais,Região Sudeste,MG,31,32206,Itaguara,13329
MG2612ITA,Minas Gerais,Região Sudeste,MG,31,32305,Itaipé,12725
MG2613ITA,Minas Gerais,Região Sudeste,MG,31,32404,Itajubá,97000
MG2614ITA,Minas Gerais,Região Sudeste,MG,31,32503,Itamarandiba,34661
MG2615ITA,Minas Gerais,Região Sudeste,MG,31,32602,Itamarati de Minas,4362
MG2616ITA,Minas Gerais,Região Sudeste,MG,31,32701,Itambacuri,23637
MG2617ITA,Minas Gerais,Região Sudeste,MG,31,32800,Itambé do Mato Dentro,2207
MG2618ITA,Minas Gerais,Região Sudeste,MG,31,32909,Itamogi,10501
MG2619ITA,Minas Gerais,Região Sudeste,MG,31,33006,Itamonte,15391
MG2620ITA,Minas Gerais,Região Sudeste,MG,31,33105,Itanhandu,15290
MG2621ITA,Minas Gerais,Região Sudeste,MG,31,33204,Itanhomi,12394
